time [ms]	Pressure [Hgmm]	illuminance [lux]
0.00 	 0.10 	 50.20
0.03 	 -0.00 	 49.97
0.05 	 -0.10 	 49.38
0.07 	 0.10 	 49.62
0.10 	 -0.00 	 49.62
0.12 	 0.30 	 48.57
0.15 	 0.30 	 47.99
0.17 	 0.10 	 47.52
0.20 	 0.20 	 48.22
0.23 	 0.10 	 48.69
0.25 	 0.40 	 49.27
0.28 	 0.30 	 48.92
0.30 	 -0.10 	 48.92
0.33 	 0.10 	 48.45
0.35 	 -0.00 	 48.22
0.38 	 0.30 	 49.27
0.40 	 0.30 	 49.15
0.42 	 0.30 	 49.15
0.45 	 0.20 	 48.57
0.47 	 0.30 	 48.22
0.50 	 -0.10 	 49.03
0.53 	 -0.00 	 49.50
0.55 	 0.30 	 49.15
0.57 	 0.00 	 49.27
0.60 	 0.00 	 48.69
0.62 	 0.20 	 48.45
0.65 	 -0.00 	 48.69
0.68 	 0.00 	 49.15
0.70 	 -0.10 	 49.97
0.72 	 0.00 	 49.50
0.75 	 0.00 	 49.03
0.78 	 0.20 	 48.80
0.80 	 0.00 	 48.69
0.82 	 0.40 	 48.92
0.85 	 0.30 	 48.57
0.88 	 0.30 	 47.75
0.90 	 0.30 	 47.41
0.93 	 0.20 	 47.06
0.95 	 -0.00 	 47.29
0.97 	 -0.20 	 48.10
1.00 	 0.20 	 48.57
1.02 	 0.10 	 48.22
1.05 	 0.20 	 47.75
1.07 	 0.10 	 48.10
1.10 	 0.10 	 48.34
1.12 	 0.20 	 48.80
1.15 	 0.20 	 48.57
1.18 	 0.10 	 47.99
1.20 	 -0.10 	 47.87
1.23 	 -0.10 	 47.52
1.25 	 0.30 	 48.34
1.27 	 0.20 	 48.80
1.30 	 0.30 	 48.45
1.32 	 0.20 	 48.57
1.35 	 0.10 	 47.75
1.38 	 0.20 	 47.75
1.40 	 0.20 	 48.45
1.43 	 0.20 	 49.03
1.45 	 0.40 	 49.03
1.48 	 0.20 	 48.57
1.50 	 0.30 	 48.10
1.52 	 0.30 	 47.64
1.55 	 0.30 	 47.52
1.57 	 0.40 	 47.87
1.60 	 0.40 	 47.52
1.62 	 0.30 	 47.17
1.65 	 -0.10 	 46.59
1.68 	 0.20 	 46.82
1.70 	 0.30 	 47.64
1.73 	 0.20 	 48.34
1.75 	 0.10 	 47.75
1.77 	 0.20 	 47.64
1.80 	 -0.10 	 47.17
1.82 	 0.10 	 47.06
1.85 	 0.20 	 47.52
1.88 	 0.20 	 47.75
1.90 	 0.10 	 47.52
1.93 	 0.10 	 47.52
1.95 	 0.20 	 46.94
1.98 	 0.30 	 47.64
2.00 	 0.30 	 47.75
2.02 	 0.20 	 47.99
2.05 	 0.30 	 47.52
2.08 	 0.20 	 47.41
2.10 	 0.20 	 47.41
2.12 	 0.20 	 47.41
2.15 	 0.20 	 47.52
2.17 	 0.20 	 47.52
2.20 	 0.20 	 47.41
2.23 	 0.20 	 46.82
2.25 	 0.20 	 45.78
2.27 	 0.20 	 46.24
2.30 	 0.30 	 46.59
2.33 	 0.20 	 46.82
2.35 	 0.20 	 46.71
2.38 	 0.10 	 46.36
2.40 	 -0.30 	 46.13
2.42 	 0.10 	 46.71
2.45 	 0.10 	 47.06
2.48 	 0.10 	 47.06
2.50 	 -0.30 	 46.94
2.52 	 -0.20 	 46.36
2.55 	 -0.10 	 46.47
2.58 	 0.30 	 47.17
2.60 	 0.10 	 47.41
2.62 	 0.40 	 47.29
2.65 	 0.30 	 47.06
2.67 	 0.20 	 46.94
2.70 	 0.30 	 46.59
2.73 	 0.60 	 47.06
2.75 	 0.30 	 47.52
2.77 	 0.40 	 47.75
2.80 	 0.20 	 47.41
2.83 	 0.20 	 46.82
2.85 	 0.00 	 46.24
2.88 	 0.30 	 46.71
2.90 	 0.20 	 46.94
2.92 	 0.30 	 46.94
2.95 	 0.20 	 46.71
2.98 	 0.40 	 46.71
3.00 	 0.40 	 46.71
3.02 	 0.30 	 47.17
3.05 	 0.20 	 47.87
3.08 	 0.30 	 47.87
3.10 	 -0.10 	 47.41
3.12 	 0.30 	 46.82
3.15 	 0.10 	 46.59
3.17 	 0.10 	 47.29
3.20 	 0.30 	 47.75
3.23 	 0.20 	 47.64
3.25 	 0.20 	 47.06
3.27 	 -0.30 	 47.17
3.30 	 0.20 	 47.17
3.33 	 -0.10 	 47.87
3.35 	 0.20 	 48.10
3.38 	 0.20 	 47.75
3.40 	 0.20 	 47.64
3.42 	 0.30 	 46.82
3.45 	 -0.20 	 46.59
3.48 	 0.20 	 47.41
3.50 	 0.20 	 47.29
3.52 	 -0.20 	 47.41
3.55 	 0.20 	 47.17
3.58 	 -0.10 	 46.82
3.60 	 0.30 	 47.17
3.62 	 0.30 	 47.87
3.65 	 0.30 	 48.22
3.67 	 0.40 	 48.10
3.70 	 0.40 	 47.87
3.73 	 0.20 	 47.64
3.75 	 0.10 	 47.41
3.77 	 0.10 	 48.22
3.80 	 0.10 	 48.34
3.83 	 0.10 	 48.34
3.85 	 0.10 	 47.52
3.88 	 0.10 	 47.52
3.90 	 0.10 	 47.75
3.92 	 0.20 	 48.22
3.95 	 0.30 	 48.45
3.98 	 0.30 	 48.22
4.00 	 0.10 	 48.10
4.03 	 0.40 	 47.06
4.05 	 0.20 	 47.17
4.08 	 0.20 	 47.99
4.10 	 0.30 	 48.34
4.12 	 0.40 	 48.34
4.15 	 -0.00 	 47.99
4.17 	 0.40 	 48.10
4.20 	 0.30 	 48.22
4.22 	 0.30 	 48.92
4.25 	 0.20 	 49.27
4.28 	 0.20 	 49.03
4.30 	 0.20 	 48.57
4.33 	 0.30 	 48.34
4.35 	 0.20 	 48.34
4.38 	 0.30 	 49.50
4.40 	 0.20 	 48.92
4.42 	 0.10 	 48.69
4.45 	 0.00 	 48.80
4.47 	 0.00 	 48.22
4.50 	 -0.20 	 48.69
4.53 	 -0.10 	 48.92
4.55 	 0.20 	 48.80
4.58 	 -0.20 	 47.99
4.60 	 -0.20 	 47.29
4.62 	 -0.30 	 47.29
4.65 	 0.00 	 47.52
4.67 	 0.10 	 48.69
4.70 	 0.10 	 48.80
4.72 	 0.20 	 48.57
4.75 	 0.20 	 47.99
4.78 	 0.20 	 47.99
4.80 	 0.20 	 48.80
4.83 	 0.20 	 49.27
4.85 	 -0.10 	 48.69
4.88 	 0.20 	 48.22
4.90 	 0.30 	 48.34
4.92 	 0.30 	 47.75
4.95 	 0.20 	 48.22
4.97 	 0.20 	 49.27
5.00 	 0.20 	 48.69
5.03 	 0.30 	 47.99
5.05 	 0.30 	 47.29
5.08 	 0.30 	 47.06
5.10 	 -0.20 	 47.64
5.12 	 4.10 	 46.82
5.15 	 0.20 	 46.59
5.17 	 4.40 	 46.82
5.20 	 0.30 	 46.24
5.22 	 4.30 	 46.82
5.25 	 0.70 	 46.36
5.28 	 4.20 	 47.17
5.30 	 0.30 	 48.34
5.33 	 4.00 	 46.59
5.35 	 0.30 	 47.64
5.38 	 4.30 	 46.94
5.40 	 0.20 	 48.10
5.42 	 4.10 	 47.52
5.45 	 0.50 	 47.52
5.47 	 4.30 	 47.87
5.50 	 0.80 	 47.06
5.53 	 4.20 	 48.10
5.55 	 0.60 	 47.41
5.58 	 4.50 	 46.59
5.60 	 0.90 	 47.52
5.62 	 4.10 	 45.78
5.65 	 0.80 	 46.36
5.67 	 4.20 	 46.24
5.70 	 0.90 	 47.41
5.72 	 4.10 	 47.41
5.75 	 0.90 	 47.41
5.78 	 4.00 	 47.17
5.80 	 2.10 	 46.47
5.83 	 3.40 	 46.59
5.85 	 3.30 	 47.17
5.88 	 2.90 	 47.52
5.90 	 2.90 	 47.06
5.92 	 2.90 	 47.17
5.95 	 3.00 	 46.94
5.97 	 2.90 	 47.64
6.00 	 3.00 	 48.10
6.03 	 3.20 	 47.75
6.05 	 3.40 	 47.87
6.08 	 3.60 	 47.29
6.10 	 3.60 	 47.41
6.12 	 3.90 	 47.41
6.15 	 4.10 	 47.75
6.17 	 4.30 	 47.87
6.20 	 4.40 	 46.36
6.22 	 4.20 	 46.24
6.25 	 4.40 	 46.36
6.28 	 4.50 	 47.06
6.30 	 4.80 	 47.75
6.33 	 5.30 	 47.87
6.35 	 5.50 	 47.64
6.38 	 5.90 	 47.41
6.40 	 6.00 	 47.17
6.42 	 6.60 	 47.87
6.45 	 6.70 	 48.10
6.47 	 7.10 	 48.34
6.50 	 7.50 	 47.87
6.53 	 7.90 	 47.64
6.55 	 8.50 	 47.75
6.58 	 7.80 	 48.69
6.60 	 9.50 	 49.03
6.62 	 7.90 	 49.27
6.65 	 11.10 	 48.57
6.67 	 9.00 	 47.99
6.70 	 12.30 	 48.10
6.72 	 9.70 	 47.64
6.75 	 10.30 	 48.69
6.78 	 10.10 	 48.69
6.80 	 10.50 	 47.99
6.83 	 11.00 	 48.34
6.85 	 10.60 	 48.80
6.88 	 10.50 	 49.73
6.90 	 12.00 	 49.50
6.92 	 10.30 	 49.38
6.95 	 14.20 	 48.45
6.97 	 10.20 	 47.75
7.00 	 14.60 	 48.22
7.03 	 10.50 	 48.22
7.05 	 14.40 	 49.50
7.08 	 10.30 	 48.57
7.10 	 14.90 	 47.64
7.12 	 11.20 	 49.03
7.15 	 15.00 	 48.22
7.17 	 11.70 	 49.62
7.20 	 15.50 	 48.92
7.22 	 12.60 	 48.69
7.25 	 12.80 	 48.45
7.28 	 13.00 	 48.10
7.30 	 13.10 	 48.10
7.33 	 13.00 	 48.22
7.35 	 15.00 	 48.57
7.38 	 13.10 	 47.87
7.40 	 16.00 	 47.17
7.42 	 12.60 	 48.34
7.45 	 16.80 	 47.29
7.47 	 12.80 	 49.50
7.50 	 17.00 	 48.34
7.53 	 12.80 	 48.57
7.55 	 17.00 	 47.75
7.58 	 13.30 	 47.52
7.60 	 17.50 	 48.34
7.62 	 14.10 	 48.22
7.65 	 18.40 	 49.15
7.67 	 14.70 	 47.99
7.70 	 18.70 	 47.75
7.72 	 15.40 	 49.03
7.75 	 17.50 	 49.50
7.78 	 15.70 	 50.20
7.80 	 16.30 	 50.20
7.83 	 16.60 	 49.62
7.85 	 16.50 	 49.03
7.88 	 16.50 	 48.57
7.90 	 16.40 	 48.57
7.92 	 16.40 	 48.80
7.95 	 18.50 	 48.45
7.97 	 16.20 	 47.64
8.00 	 20.40 	 46.47
8.03 	 16.20 	 48.22
8.05 	 20.30 	 47.75
8.07 	 16.30 	 49.15
8.10 	 20.00 	 48.57
8.12 	 17.30 	 48.34
8.15 	 20.30 	 48.10
8.18 	 17.60 	 47.75
8.20 	 21.20 	 48.69
8.22 	 18.10 	 48.80
8.25 	 20.00 	 49.50
8.28 	 18.70 	 48.69
8.30 	 18.80 	 48.92
8.32 	 18.60 	 49.38
8.35 	 21.00 	 49.50
8.38 	 18.40 	 50.20
8.40 	 22.50 	 48.92
8.43 	 18.30 	 49.15
8.45 	 22.10 	 48.80
8.47 	 18.30 	 49.03
8.50 	 22.90 	 49.73
8.53 	 19.00 	 49.73
8.55 	 23.00 	 50.43
8.57 	 20.00 	 49.03
8.60 	 22.10 	 48.57
8.62 	 21.00 	 49.27
8.65 	 21.50 	 49.38
8.68 	 21.10 	 48.92
8.70 	 21.10 	 48.45
8.72 	 20.80 	 48.34
8.75 	 23.90 	 47.64
8.78 	 20.60 	 47.99
8.80 	 24.10 	 48.92
8.82 	 21.20 	 49.03
8.85 	 25.50 	 49.73
8.88 	 21.60 	 48.10
8.90 	 24.60 	 49.27
8.93 	 21.80 	 49.50
8.95 	 26.20 	 48.45
8.97 	 22.30 	 49.62
9.00 	 24.80 	 49.27
9.03 	 23.30 	 48.92
9.05 	 23.10 	 49.15
9.07 	 23.10 	 49.38
9.10 	 24.30 	 49.85
9.12 	 22.30 	 49.97
9.15 	 26.60 	 49.97
9.18 	 22.50 	 48.57
9.20 	 26.80 	 49.97
9.22 	 23.50 	 50.66
9.25 	 27.10 	 49.38
9.28 	 22.60 	 50.66
9.30 	 27.00 	 49.50
9.32 	 24.20 	 49.73
9.35 	 27.20 	 49.15
9.38 	 24.80 	 49.03
9.40 	 26.80 	 49.73
9.43 	 25.50 	 49.03
9.45 	 25.50 	 49.03
9.47 	 25.30 	 48.45
9.50 	 27.00 	 48.34
9.53 	 24.90 	 49.73
9.55 	 28.70 	 48.80
9.57 	 24.70 	 49.97
9.60 	 28.80 	 48.45
9.62 	 25.90 	 48.69
9.65 	 28.90 	 48.45
9.68 	 25.90 	 49.15
9.70 	 30.40 	 49.62
9.72 	 26.60 	 48.92
9.75 	 28.80 	 49.97
9.78 	 27.30 	 49.03
9.80 	 27.60 	 49.62
9.82 	 27.50 	 50.90
9.85 	 27.50 	 50.90
9.88 	 28.70 	 50.20
9.90 	 27.00 	 50.43
9.93 	 31.00 	 48.92
9.95 	 26.50 	 49.73
9.97 	 30.50 	 50.20
10.00 	 27.00 	 50.31
10.03 	 31.20 	 50.55
10.05 	 27.70 	 49.38
10.07 	 31.70 	 50.43
10.10 	 29.40 	 48.80
10.12 	 29.40 	 49.85
10.15 	 30.00 	 49.38
10.18 	 30.00 	 49.03
10.20 	 29.90 	 48.45
10.22 	 29.80 	 48.45
10.25 	 29.90 	 48.80
10.28 	 29.20 	 49.85
10.30 	 33.50 	 49.15
10.32 	 29.50 	 48.69
10.35 	 33.70 	 49.38
10.38 	 29.70 	 48.10
10.40 	 33.50 	 49.38
10.43 	 29.60 	 50.31
10.45 	 34.40 	 48.80
10.47 	 31.10 	 49.73
10.50 	 32.20 	 49.15
10.53 	 31.20 	 49.50
10.55 	 33.80 	 49.73
10.57 	 31.70 	 50.31
10.60 	 32.90 	 50.66
10.62 	 31.30 	 50.66
10.65 	 35.20 	 49.85
10.68 	 31.00 	 48.69
10.70 	 34.90 	 50.31
10.72 	 31.80 	 51.59
10.75 	 36.30 	 49.62
10.78 	 32.00 	 50.78
10.80 	 36.10 	 49.97
10.82 	 33.30 	 50.43
10.85 	 33.50 	 51.13
10.88 	 33.80 	 50.90
10.90 	 34.00 	 50.08
10.93 	 34.20 	 49.38
10.95 	 34.00 	 48.92
10.97 	 33.90 	 48.80
11.00 	 35.50 	 48.69
11.03 	 33.70 	 49.85
11.05 	 37.60 	 48.22
11.07 	 33.50 	 49.73
11.10 	 37.60 	 48.45
11.12 	 33.90 	 49.15
11.15 	 37.90 	 49.38
11.18 	 33.80 	 49.97
11.20 	 37.80 	 49.62
11.22 	 34.90 	 49.27
11.25 	 38.60 	 49.50
11.28 	 35.50 	 48.80
11.30 	 38.10 	 50.43
11.32 	 36.10 	 51.01
11.35 	 36.40 	 50.78
11.38 	 36.70 	 50.78
11.40 	 36.30 	 50.55
11.43 	 38.40 	 50.08
11.45 	 36.10 	 51.36
11.47 	 40.10 	 50.55
11.50 	 36.10 	 50.90
11.53 	 40.20 	 50.55
11.55 	 36.00 	 49.85
11.57 	 39.70 	 50.90
11.60 	 36.40 	 50.20
11.62 	 41.60 	 49.50
11.65 	 37.50 	 50.08
11.68 	 40.60 	 48.22
11.70 	 38.90 	 49.03
11.72 	 38.90 	 49.38
11.75 	 38.70 	 50.20
11.78 	 38.40 	 50.43
11.80 	 40.30 	 49.97
11.82 	 37.50 	 49.85
11.85 	 41.50 	 49.97
11.88 	 37.30 	 49.15
11.90 	 41.00 	 51.13
11.93 	 38.30 	 51.01
11.95 	 42.50 	 49.38
11.97 	 38.70 	 50.43
12.00 	 42.50 	 49.15
12.03 	 39.70 	 50.55
12.05 	 42.10 	 51.13
12.07 	 40.40 	 51.36
12.10 	 41.00 	 51.25
12.12 	 40.60 	 51.25
12.15 	 40.40 	 51.01
12.18 	 42.90 	 51.36
12.20 	 40.00 	 51.25
12.22 	 44.00 	 50.66
12.25 	 39.70 	 52.06
12.28 	 43.80 	 50.31
12.30 	 41.40 	 50.90
12.32 	 43.50 	 50.55
12.35 	 41.80 	 50.90
12.38 	 43.20 	 50.20
12.40 	 42.20 	 49.73
12.43 	 42.10 	 49.38
12.45 	 44.00 	 49.27
12.47 	 41.80 	 49.15
12.50 	 45.50 	 50.55
12.53 	 41.70 	 51.25
12.55 	 45.90 	 49.50
12.57 	 41.90 	 50.66
12.60 	 45.90 	 49.15
12.62 	 41.90 	 50.55
12.65 	 45.80 	 50.66
12.68 	 42.30 	 50.43
12.70 	 46.60 	 50.08
12.72 	 42.90 	 49.97
12.75 	 47.00 	 50.43
12.78 	 44.30 	 50.20
12.80 	 44.10 	 52.06
12.82 	 47.50 	 50.55
12.85 	 45.10 	 51.83
12.88 	 44.80 	 51.59
12.90 	 44.50 	 51.94
12.93 	 48.30 	 51.36
12.95 	 44.70 	 52.41
12.97 	 49.10 	 51.71
13.00 	 45.90 	 51.48
13.03 	 46.20 	 51.48
13.05 	 46.30 	 50.78
13.07 	 46.50 	 50.90
13.10 	 46.40 	 50.90
13.12 	 46.30 	 50.08
13.15 	 46.10 	 49.73
13.18 	 48.60 	 48.80
13.20 	 45.60 	 50.08
13.22 	 49.20 	 50.20
13.25 	 45.50 	 51.36
13.28 	 50.00 	 50.55
13.30 	 46.50 	 50.31
13.32 	 50.00 	 50.43
13.35 	 47.60 	 49.97
13.38 	 48.00 	 51.59
13.40 	 47.90 	 52.29
13.43 	 47.50 	 51.25
13.45 	 51.30 	 49.38
13.47 	 47.90 	 51.01
13.50 	 51.30 	 51.13
13.53 	 48.10 	 52.53
13.55 	 51.90 	 51.48
13.57 	 47.80 	 51.71
13.60 	 51.70 	 51.48
13.62 	 49.10 	 51.83
13.65 	 49.20 	 52.41
13.68 	 50.30 	 53.46
13.70 	 48.70 	 53.46
13.72 	 52.60 	 51.13
13.75 	 49.80 	 51.48
13.78 	 50.60 	 50.90
13.80 	 50.60 	 51.01
13.82 	 50.40 	 51.25
13.85 	 50.10 	 50.78
13.88 	 52.60 	 49.85
13.90 	 49.80 	 49.85
13.93 	 53.50 	 50.43
13.95 	 49.40 	 50.08
13.97 	 52.80 	 51.94
14.00 	 48.70 	 51.13
14.03 	 52.60 	 52.76
14.05 	 49.70 	 51.59
14.07 	 54.30 	 50.20
14.10 	 50.50 	 51.83
14.12 	 54.30 	 51.59
14.15 	 51.60 	 51.71
14.18 	 55.00 	 51.25
14.20 	 52.30 	 51.36
14.22 	 54.50 	 51.94
14.25 	 52.60 	 52.41
14.28 	 54.40 	 53.34
14.30 	 53.40 	 53.22
14.32 	 53.30 	 53.46
14.35 	 52.90 	 53.46
14.38 	 55.80 	 52.53
14.40 	 52.60 	 53.57
14.43 	 57.30 	 51.94
